image_id,batch,unit_lesson,term_en,translation_ar,suggested_filename,visual_idea_en,generation_prompt_en,status
153,3,U3 L4&5,forever,إلى الأبد,cartoon-153-forever.png,two best friends making a promise under a sunny sky,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “forever”. Arabic teaching meaning for interpretation only: “إلى الأبد”. Show: two best friends making a promise under a sunny sky.",To generate
154,3,U3 L3,fox,ثعلب,cartoon-154-fox.png,"a single clear, child-friendly visual that shows the literal meaning of “fox” (ثعلب)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “fox”. Arabic teaching meaning for interpretation only: “ثعلب”. Show: a single clear, child-friendly visual that shows the literal meaning of “fox” (ثعلب).",To generate
155,3,U1 L2,fresh,طازج,cartoon-155-fresh.png,fresh vegetables and fruit on a clean kitchen table,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “fresh”. Arabic teaching meaning for interpretation only: “طازج”. Show: fresh vegetables and fruit on a clean kitchen table.",To generate
156,3,U3 L1,fur,فراء (شعر كثيف),cartoon-156-fur.png,"a single clear, child-friendly visual that shows the literal meaning of “fur” (فراء (شعر كثيف))","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “fur”. Arabic teaching meaning for interpretation only: “فراء (شعر كثيف)”. Show: a single clear, child-friendly visual that shows the literal meaning of “fur” (فراء (شعر كثيف)).",To generate
157,3,U5 L3,furniture,أثاث,cartoon-157-furniture.png,"a single clear, child-friendly visual that shows the literal meaning of “furniture” (أثاث)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “furniture”. Arabic teaching meaning for interpretation only: “أثاث”. Show: a single clear, child-friendly visual that shows the literal meaning of “furniture” (أثاث).",To generate
158,3,U2 L3,galabeya,جلابية,cartoon-158-galabeya.png,"a single clear, child-friendly visual that shows the literal meaning of “galabeya” (جلابية)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “galabeya”. Arabic teaching meaning for interpretation only: “جلابية”. Show: a single clear, child-friendly visual that shows the literal meaning of “galabeya” (جلابية).",To generate
159,3,U2 L1,gave,يعطي,cartoon-159-gave.png,"a single clear, child-friendly visual that shows the literal meaning of “gave” (يعطي)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “gave”. Arabic teaching meaning for interpretation only: “يعطي”. Show: a single clear, child-friendly visual that shows the literal meaning of “gave” (يعطي).",To generate
160,3,U3 L4&5,gentle,لطيف,cartoon-160-gentle.png,a child gently holding a small bird in their hands,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “gentle”. Arabic teaching meaning for interpretation only: “لطيف”. Show: a child gently holding a small bird in their hands.",To generate
161,4,U1 L4&5,get dressed,يرتدي,cartoon-161-get-dressed.png,"a single clear, child-friendly visual that shows the literal meaning of “get dressed” (يرتدي)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “get dressed”. Arabic teaching meaning for interpretation only: “يرتدي”. Show: a single clear, child-friendly visual that shows the literal meaning of “get dressed” (يرتدي).",To generate
162,4,U1 L2,getting enough sleep,الحصول على قدر كافٍ من النوم,cartoon-162-getting-enough-sleep.png,a child sleeping peacefully in bed with a moon and stars outside,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “getting enough sleep”. Arabic teaching meaning for interpretation only: “الحصول على قدر كافٍ من النوم”. Show: a child sleeping peacefully in bed with a moon and stars outside.",To generate
